연도,대상사고 구분명,사고건수,사망자수,부상자수,인구10만명당 사고건수,자동차1만대당 사고건수,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,기타,차대사람,차대차,차량단독,철길건널목,법정동코드
2021,자전거사고,95,0,113,,,,,,,,,,,,,,1116
2021,야간사고,1613,6,2277,,,,,,,,,,,,,,1116
2021,어린이보행사고,25,0,26,,,,,,,,,,,,,,1116
2021,스쿨존내어린이사고,3,0,3,,,,,,,,,,,,,,1116
2021,고령운전사고,541,0,701,,,,,,,,,,,,,,1116
2021,고령보행사고,82,2,80,,,,,,,,,,,,,,1116
2021,PM사고,81,0,87,,,,,,,,,,,,,,1116
2021,뺑소니사고,106,1,145,,,,,,,,,,,,,,1116
2021,무면허사고,50,0,70,,,,,,,,,,,,,,1116
2021,전체,1047,9,1413,224.45,61.69,0,23,144,121,615,44,73,242,788,17,0,1117
2021,어린이사고,40,0,47,,,,,,,,,,,,,,1117
2021,노인사고,179,4,190,,,,,,,,,,,,,,1117
2021,보행자사고,244,7,241,,,,,,,,,,,,,,1117
2021,자전거사고,56,0,59,,,,,,,,,,,,,,1117
2021,야간사고,450,4,606,,,,,,,,,,,,,,1117
2021,어린이보행사고,15,0,15,,,,,,,,,,,,,,1117
2021,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1117
2021,고령운전사고,158,1,208,,,,,,,,,,,,,,1117
2021,고령보행사고,76,3,74,,,,,,,,,,,,,,1117
2021,PM사고,7,0,7,,,,,,,,,,,,,,1117
2021,뺑소니사고,30,0,41,,,,,,,,,,,,,,1117
2021,무면허사고,21,0,29,,,,,,,,,,,,,,1117
2021,전체,2607,14,3509,392.64,97.6,0,65,370,381,1454,62,199,469,2081,57,0,1118
2021,어린이사고,88,0,106,,,,,,,,,,,,,,1118
2021,노인사고,334,6,350,,,,,,,,,,,,,,1118
2021,보행자사고,477,3,489,,,,,,,,,,,,,,1118
2021,자전거사고,200,0,229,,,,,,,,,,,,,,1118
2021,야간사고,1049,7,1415,,,,,,,,,,,,,,1118
2021,어린이보행사고,16,0,16,,,,,,,,,,,,,,1118
2021,스쿨존내어린이사고,5,0,5,,,,,,,,,,,,,,1118
2021,고령운전사고,429,5,584,,,,,,,,,,,,,,1118
2021,고령보행사고,96,2,94,,,,,,,,,,,,,,1118
2021,PM사고,57,0,62,,,,,,,,,,,,,,1118
2021,뺑소니사고,37,0,57,,,,,,,,,,,,,,1118
2021,무면허사고,30,0,34,,,,,,,,,,,,,,1118
2021,전체,2118,8,2932,508.93,112.21,0,35,153,354,1229,39,241,375,1694,49,0,1119
2021,어린이사고,55,0,64,,,,,,,,,,,,,,1119
2021,노인사고,241,3,272,,,,,,,,,,,,,,1119
2021,보행자사고,383,7,386,,,,,,,,,,,,,,1119
2021,자전거사고,51,0,57,,,,,,,,,,,,,,1119
2021,야간사고,781,5,1085,,,,,,,,,,,,,,1119
2021,어린이보행사고,15,0,16,,,,,,,,,,,,,,1119
2021,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1119
2021,고령운전사고,344,1,464,,,,,,,,,,,,,,1119
2021,고령보행사고,50,3,48,,,,,,,,,,,,,,1119
2021,PM사고,30,0,37,,,,,,,,,,,,,,1119
2021,뺑소니사고,77,0,96,,,,,,,,,,,,,,1119
2021,무면허사고,23,0,41,,,,,,,,,,,,,,1119
2021,전체,1305,14,1692,289.69,77.9,0,37,140,234,696,46,105,284,992,29,0,1120
2021,어린이사고,68,0,79,,,,,,,,,,,,,,1120
2021,노인사고,207,11,211,,,,,,,,,,,,,,1120
2021,보행자사고,290,7,296,,,,,,,,,,,,,,1120
2021,자전거사고,58,2,60,,,,,,,,,,,,,,1120
2021,야간사고,506,5,673,,,,,,,,,,,,,,1120
2021,어린이보행사고,24,0,25,,,,,,,,,,,,,,1120
2021,스쿨존내어린이사고,5,0,5,,,,,,,,,,,,,,1120
2021,고령운전사고,209,6,259,,,,,,,,,,,,,,1120
2021,고령보행사고,75,7,69,,,,,,,,,,,,,,1120
2021,PM사고,5,0,5,,,,,,,,,,,,,,1120
2021,뺑소니사고,19,1,22,,,,,,,,,,,,,,1120
2021,무면허사고,15,0,21,,,,,,,,,,,,,,1120
2021,전체,1373,7,1826,350.36,98.64,0,46,167,162,679,111,160,332,1000,41,0,1121
2021,어린이사고,37,0,47,,,,,,,,,,,,,,1121
2021,노인사고,191,2,198,,,,,,,,,,,,,,1121
2021,보행자사고,331,5,334,,,,,,,,,,,,,,1121
2021,자전거사고,98,0,112,,,,,,,,,,,,,,1121
2021,야간사고,540,5,727,,,,,,,,,,,,,,1121
2021,어린이보행사고,10,0,10,,,,,,,,,,,,,,1121
2021,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1121
2021,고령운전사고,195,1,251,,,,,,,,,,,,,,1121
2021,고령보행사고,72,2,71,,,,,,,,,,,,,,1121
2021,PM사고,19,0,20,,,,,,,,,,,,,,1121
2021,뺑소니사고,19,1,23,,,,,,,,,,,,,,1121
2021,무면허사고,20,0,29,,,,,,,,,,,,,,1121
2021,전체,1413,8,1940,274.4,84.36,0,58,166,196,773,56,114,280,1078,55,0,1122
2021,어린이사고,55,0,67,,,,,,,,,,,,,,1122
2021,노인사고,236,2,243,,,,,,,,,,,,,,1122
2021,보행자사고,281,2,288,,,,,,,,,,,,,,1122
2021,자전거사고,120,0,135,,,,,,,,,,,,,,1122
2021,야간사고,545,5,763,,,,,,,,,,,,,,1122
2021,어린이보행사고,19,0,19,,,,,,,,,,,,,,1122
2021,스쿨존내어린이사고,3,0,3,,,,,,,,,,,,,,1122
2021,고령운전사고,246,0,331,,,,,,,,,,,,,,1122
2021,고령보행사고,81,2,80,,,,,,,,,,,,,,1122
2021,PM사고,18,1,20,,,,,,,,,,,,,,1122
2021,뺑소니사고,29,0,40,,,,,,,,,,,,,,1122
2021,무면허사고,21,0,28,,,,,,,,,,,,,,1122
2021,전체,922,4,1216,261.47,78.67,0,25,102,113,563,25,73,207,693,22,0,1123
2021,어린이사고,39,0,44,,,,,,,,,,,,,,1123
2021,노인사고,104,0,113,,,,,,,,,,,,,,1123
2021,보행자사고,212,2,216,,,,,,,,,,,,,,1123
2021,자전거사고,71,0,79,,,,,,,,,,,,,,1123
2021,야간사고,397,2,530,,,,,,,,,,,,,,1123
2021,어린이보행사고,20,0,20,,,,,,,,,,,,,,1123
2021,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1123
2021,고령운전사고,153,0,197,,,,,,,,,,,,,,1123
2021,고령보행사고,42,0,44,,,,,,,,,,,,,,1123
2021,PM사고,19,0,22,,,,,,,,,,,,,,1123
2021,뺑소니사고,31,1,39,,,,,,,,,,,,,,1123
2021,무면허사고,22,0,31,,,,,,,,,,,,,,1123
2021,전체,1017,6,1302,336.13,109.37,0,50,118,113,578,19,108,259,730,28,0,1124
2021,어린이사고,25,0,29,,,,,,,,,,,,,,1124
2021,노인사고,179,2,186,,,,,,,,,,,,,,1124
2021,보행자사고,262,5,263,,,,,,,,,,,,,,1124
2021,자전거사고,56,0,59,,,,,,,,,,,,,,1124
2021,야간사고,426,1,570,,,,,,,,,,,,,,1124
2021,어린이보행사고,9,0,9,,,,,,,,,,,,,,1124
2021,스쿨존내어린이사고,3,0,3,,,,,,,,,,,,,,1124
2021,고령운전사고,189,1,235,,,,,,,,,,,,,,1124
2021,고령보행사고,77,2,75,,,,,,,,,,,,,,1124
2021,PM사고,16,0,18,,,,,,,,,,,,,,1124
2021,뺑소니사고,18,0,22,,,,,,,,,,,,,,1124
2021,무면허사고,14,0,16,,,,,,,,,,,,,,1124
2021,전체,827,16,1167,337.7,81.52,0,28,105,102,503,4,56,173,616,38,0,1125
2021,어린이사고,27,0,49,,,,,,,,,,,,,,1125
2021,노인사고,123,6,124,,,,,,,,,,,,,,1125
2021,보행자사고,179,8,184,,,,,,,,,,,,,,1125
2021,자전거사고,30,1,32,,,,,,,,,,,,,,1125
2021,야간사고,377,7,514,,,,,,,,,,,,,,1125
2021,어린이보행사고,9,0,12,,,,,,,,,,,,,,1125
2021,스쿨존내어린이사고,1,0,15,,,,,,,,,,,,,,1125
2021,고령운전사고,113,2,155,,,,,,,,,,,,,,1125
2021,고령보행사고,45,5,42,,,,,,,,,,,,,,1125
2021,PM사고,3,0,4,,,,,,,,,,,,,,1125
2021,뺑소니사고,17,0,24,,,,,,,,,,,,,,1125
2021,무면허사고,15,0,22,,,,,,,,,,,,,,1125
2022,전체,33698,221,45329,358.05,92.24,0,750,3783,4447,19833,1081,2586,7807,24898,993,0,1100
2022,어린이사고,1164,3,1365,,,,,,,,,,,,,,1100
2022,노인사고,5251,87,5543,,,,,,,,,,,,,,1100
2022,보행자사고,7844,113,7996,,,,,,,,,,,,,,1100
2022,자전거사고,2824,14,3031,,,,,,,,,,,,,,1100
2022,야간사고,13920,127,19153,,,,,,,,,,,,,,1100
2022,어린이보행사고,410,2,414,,,,,,,,,,,,,,1100
2022,스쿨존내어린이사고,77,1,78,,,,,,,,,,,,,,1100
2022,고령운전사고,6011,46,7968,,,,,,,,,,,,,,1100
2022,고령보행사고,1846,65,1798,,,,,,,,,,,,,,1100
2022,PM사고,406,5,449,,,,,,,,,,,,,,1100
2022,뺑소니사고,806,4,1131,,,,,,,,,,,,,,1100
2022,무면허사고,494,6,671,,,,,,,,,,,,,,1100
2022,전체,974,3,1351,639.9,153.98,0,19,135,124,555,34,66,270,651,53,0,1101
2022,어린이사고,34,0,42,,,,,,,,,,,,,,1101
2022,노인사고,152,2,164,,,,,,,,,,,,,,1101
2022,보행자사고,275,1,289,,,,,,,,,,,,,,1101
2022,자전거사고,45,1,49,,,,,,,,,,,,,,1101
2022,야간사고,375,2,542,,,,,,,,,,,,,,1101
2022,어린이보행사고,11,0,11,,,,,,,,,,,,,,1101
2022,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1101
2022,고령운전사고,199,0,272,,,,,,,,,,,,,,1101
2022,고령보행사고,49,1,48,,,,,,,,,,,,,,1101
2022,PM사고,14,0,17,,,,,,,,,,,,,,1101
2022,뺑소니사고,23,0,28,,,,,,,,,,,,,,1101
2022,무면허사고,11,0,15,,,,,,,,,,,,,,1101
2022,전체,943,2,1212,721.03,129.19,0,19,113,202,497,17,54,221,691,31,0,1102
2022,어린이사고,22,0,24,,,,,,,,,,,,,,1102
2022,노인사고,153,1,157,,,,,,,,,,,,,,1102
2022,보행자사고,220,2,228,,,,,,,,,,,,,,1102
2022,자전거사고,42,0,46,,,,,,,,,,,,,,1102
2022,야간사고,394,1,530,,,,,,,,,,,,,,1102
2022,어린이보행사고,3,0,3,,,,,,,,,,,,,,1102
2022,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1102
2022,고령운전사고,190,0,238,,,,,,,,,,,,,,1102
2022,고령보행사고,52,1,51,,,,,,,,,,,,,,1102
2022,PM사고,11,0,12,,,,,,,,,,,,,,1102
2022,뺑소니사고,40,0,45,,,,,,,,,,,,,,1102
2022,무면허사고,15,0,18,,,,,,,,,,,,,,1102
2022,전체,1014,11,1330,434.66,111.39,0,37,102,208,533,17,80,220,764,30,0,1103
2022,어린이사고,30,0,34,,,,,,,,,,,,,,1103
2022,노인사고,135,2,141,,,,,,,,,,,,,,1103
2022,보행자사고,222,7,232,,,,,,,,,,,,,,1103
2022,자전거사고,50,0,53,,,,,,,,,,,,,,1103
2022,야간사고,427,7,575,,,,,,,,,,,,,,1103
2022,어린이보행사고,12,0,12,,,,,,,,,,,,,,1103
2022,스쿨존내어린이사고,3,0,3,,,,,,,,,,,,,,1103
2022,고령운전사고,204,0,277,,,,,,,,,,,,,,1103
2022,고령보행사고,36,2,34,,,,,,,,,,,,,,1103
2022,PM사고,5,0,6,,,,,,,,,,,,,,1103
2022,뺑소니사고,45,1,57,,,,,,,,,,,,,,1103
2022,무면허사고,14,0,18,,,,,,,,,,,,,,1103
2022,전체,948,8,1222,328.9,77.95,0,18,116,133,538,48,57,210,713,25,0,1104
2022,어린이사고,24,0,27,,,,,,,,,,,,,,1104
2022,노인사고,137,1,139,,,,,,,,,,,,,,1104
2022,보행자사고,210,3,213,,,,,,,,,,,,,,1104
2022,자전거사고,116,1,122,,,,,,,,,,,,,,1104
2022,야간사고,410,8,530,,,,,,,,,,,,,,1104
2022,어린이보행사고,14,0,15,,,,,,,,,,,,,,1104
2022,스쿨존내어린이사고,3,0,3,,,,,,,,,,,,,,1104
2022,고령운전사고,161,3,193,,,,,,,,,,,,,,1104
2022,고령보행사고,49,1,48,,,,,,,,,,,,,,1104
2022,PM사고,16,0,17,,,,,,,,,,,,,,1104
2022,뺑소니사고,19,0,35,,,,,,,,,,,,,,1104
2022,무면허사고,14,0,24,,,,,,,,,,,,,,1104
2022,전체,1534,12,1843,433.82,124.02,,33,177,222,852,36,153,415,1070,49,0,1105
2022,어린이사고,38,0,41,,,,,,,,,,,,,,1105
2022,노인사고,322,4,332,,,,,,,,,,,,,,1105
2022,보행자사고,411,2,421,,,,,,,,,,,,,,1105
2022,자전거사고,190,1,199,,,,,,,,,,,,,,1105
2022,야간사고,541,5,654,,,,,,,,,,,,,,1105
2022,어린이보행사고,15,0,15,,,,,,,,,,,,,,1105
2022,스쿨존내어린이사고,5,0,6,,,,,,,,,,,,,,1105
2022,고령운전사고,308,2,358,,,,,,,,,,,,,,1105
2022,고령보행사고,138,2,136,,,,,,,,,,,,,,1105
2022,PM사고,11,0,11,,,,,,,,,,,,,,1105
2022,뺑소니사고,18,0,21,,,,,,,,,,,,,,1105
2022,무면허사고,20,1,24,,,,,,,,,,,,,,1105
2022,전체,1288,8,1626,291.41,87.87,0,38,137,191,715,38,111,297,946,45,0,1106
2022,어린이사고,45,0,51,,,,,,,,,,,,,,1106
2022,노인사고,185,5,191,,,,,,,,,,,,,,1106
2022,보행자사고,304,5,312,,,,,,,,,,,,,,1106
2022,자전거사고,76,0,76,,,,,,,,,,,,,,1106
2022,야간사고,500,4,650,,,,,,,,,,,,,,1106
2022,어린이보행사고,14,0,14,,,,,,,,,,,,,,1106
2022,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1106
2022,고령운전사고,262,4,319,,,,,,,,,,,,,,1106
2022,고령보행사고,79,4,76,,,,,,,,,,,,,,1106
2022,PM사고,10,0,11,,,,,,,,,,,,,,1106
2022,뺑소니사고,17,0,26,,,,,,,,,,,,,,1106
2022,무면허사고,14,0,26,,,,,,,,,,,,,,1106
2022,전체,522,2,705,166.25,47.91,0,14,69,30,316,20,55,159,343,20,0,1107
2022,어린이사고,27,0,32,,,,,,,,,,,,,,1107
2022,노인사고,108,1,113,,,,,,,,,,,,,,1107
2022,보행자사고,160,2,162,,,,,,,,,,,,,,1107
2022,자전거사고,57,0,59,,,,,,,,,,,,,,1107
2022,야간사고,231,1,316,,,,,,,,,,,,,,1107
2022,어린이보행사고,8,0,8,,,,,,,,,,,,,,1107
2022,고령운전사고,108,1,133,,,,,,,,,,,,,,1107
2022,고령보행사고,49,1,48,,,,,,,,,,,,,,1107
2022,PM사고,4,0,5,,,,,,,,,,,,,,1107
2022,뺑소니사고,7,0,8,,,,,,,,,,,,,,1107
2022,무면허사고,6,0,7,,,,,,,,,,,,,,1107
2022,전체,918,9,1256,195.07,59.86,0,23,129,46,564,34,85,272,615,31,0,1108
2022,어린이사고,45,0,49,,,,,,,,,,,,,,1108
2022,노인사고,183,1,196,,,,,,,,,,,,,,1108
2022,보행자사고,273,3,277,,,,,,,,,,,,,,1108
2022,자전거사고,98,0,105,,,,,,,,,,,,,,1108
2022,야간사고,373,7,518,,,,,,,,,,,,,,1108
2022,어린이보행사고,25,0,25,,,,,,,,,,,,,,1108
2022,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1108
2022,고령운전사고,169,1,235,,,,,,,,,,,,,,1108
2022,고령보행사고,78,1,77,,,,,,,,,,,,,,1108
2022,PM사고,8,0,9,,,,,,,,,,,,,,1108
2022,뺑소니사고,40,0,48,,,,,,,,,,,,,,1108
2022,무면허사고,10,0,13,,,,,,,,,,,,,,1108
2022,전체,974,5,1303,304.8,93.19,0,17,125,110,524,65,87,255,658,61,0,1109
2022,어린이사고,49,0,67,,,,,,,,,,,,,,1109
2022,노인사고,156,2,166,,,,,,,,,,,,,,1109
2022,보행자사고,254,3,255,,,,,,,,,,,,,,1109
2022,자전거사고,67,0,69,,,,,,,,,,,,,,1109
2022,야간사고,386,4,533,,,,,,,,,,,,,,1109
2022,어린이보행사고,18,0,19,,,,,,,,,,,,,,1109
2022,스쿨존내어린이사고,3,0,3,,,,,,,,,,,,,,1109
2022,고령운전사고,187,3,244,,,,,,,,,,,,,,1109
2022,고령보행사고,63,1,62,,,,,,,,,,,,,,1109
2022,PM사고,16,0,17,,,,,,,,,,,,,,1109
2022,뺑소니사고,26,0,38,,,,,,,,,,,,,,1109
2022,무면허사고,12,0,13,,,,,,,,,,,,,,1109
2022,전체,1065,10,1483,283.56,78.22,0,29,134,101,697,15,60,238,809,18,0,1110
2022,어린이사고,36,0,46,,,,,,,,,,,,,,1110
2022,노인사고,142,5,145,,,,,,,,,,,,,,1110
2022,보행자사고,241,7,249,,,,,,,,,,,,,,1110
2022,자전거사고,92,1,102,,,,,,,,,,,,,,1110
2022,야간사고,514,4,730,,,,,,,,,,,,,,1110
2022,어린이보행사고,12,0,12,,,,,,,,,,,,,,1110
2022,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1110
2022,고령운전사고,152,1,217,,,,,,,,,,,,,,1110
2022,고령보행사고,40,5,35,,,,,,,,,,,,,,1110
2022,PM사고,23,1,26,,,,,,,,,,,,,,1110
2022,뺑소니사고,45,0,67,,,,,,,,,,,,,,1110
2022,무면허사고,31,0,45,,,,,,,,,,,,,,1110
2022,전체,1606,15,2108,279.48,71.09,0,41,192,153,1001,41,121,386,1178,42,0,1111
2022,어린이사고,63,0,67,,,,,,,,,,,,,,1111
2022,노인사고,264,5,279,,,,,,,,,,,,,,1111
2022,보행자사고,386,9,398,,,,,,,,,,,,,,1111
2022,자전거사고,199,1,216,,,,,,,,,,,,,,1111
2022,야간사고,659,8,893,,,,,,,,,,,,,,1111
2022,어린이보행사고,23,0,23,,,,,,,,,,,,,,1111
2022,스쿨존내어린이사고,9,0,10,,,,,,,,,,,,,,1111
2022,고령운전사고,254,1,341,,,,,,,,,,,,,,1111
2022,고령보행사고,104,5,101,,,,,,,,,,,,,,1111
2022,PM사고,10,0,11,,,,,,,,,,,,,,1111
2022,뺑소니사고,33,0,54,,,,,,,,,,,,,,1111
2022,무면허사고,24,0,43,,,,,,,,,,,,,,1111
2022,전체,1274,12,1691,304.48,77.87,0,32,140,154,748,49,111,291,935,48,0,1112
2022,어린이사고,50,0,62,,,,,,,,,,,,,,1112
2022,노인사고,224,6,233,,,,,,,,,,,,,,1112
2022,보행자사고,291,3,295,,,,,,,,,,,,,,1112
2022,자전거사고,127,1,140,,,,,,,,,,,,,,1112
2022,야간사고,506,8,710,,,,,,,,,,,,,,1112
2022,어린이보행사고,22,0,22,,,,,,,,,,,,,,1112
2022,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1112
2022,고령운전사고,231,7,304,,,,,,,,,,,,,,1112
2022,고령보행사고,77,2,76,,,,,,,,,,,,,,1112
2022,PM사고,12,0,16,,,,,,,,,,,,,,1112
2022,뺑소니사고,34,0,51,,,,,,,,,,,,,,1112
2022,무면허사고,17,1,20,,,,,,,,,,,,,,1112
2022,전체,1998,20,2707,501.9,125.22,0,57,211,271,1228,20,142,384,1545,69,0,1113
2022,어린이사고,39,1,53,,,,,,,,,,,,,,1113
2022,노인사고,300,5,318,,,,,,,,,,,,,,1113
2022,보행자사고,386,6,390,,,,,,,,,,,,,,1113
2022,자전거사고,253,2,283,,,,,,,,,,,,,,1113
2022,야간사고,818,13,1114,,,,,,,,,,,,,,1113
2022,어린이보행사고,5,0,5,,,,,,,,,,,,,,1113
2022,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1113
2022,고령운전사고,334,5,438,,,,,,,,,,,,,,1113
2022,고령보행사고,95,2,95,,,,,,,,,,,,,,1113
2022,PM사고,13,1,15,,,,,,,,,,,,,,1113
2022,뺑소니사고,32,0,42,,,,,,,,,,,,,,1113
2022,무면허사고,29,0,46,,,,,,,,,,,,,,1113
2022,전체,1217,7,1651,311.71,101.48,0,25,145,200,680,47,82,302,862,53,0,1114
2022,어린이사고,35,0,42,,,,,,,,,,,,,,1114
2022,노인사고,183,5,183,,,,,,,,,,,,,,1114
2022,보행자사고,304,5,309,,,,,,,,,,,,,,1114
2022,자전거사고,85,0,94,,,,,,,,,,,,,,1114
2022,야간사고,499,4,680,,,,,,,,,,,,,,1114
2022,어린이보행사고,12,0,12,,,,,,,,,,,,,,1114
2022,고령운전사고,210,1,276,,,,,,,,,,,,,,1114
2022,고령보행사고,82,4,78,,,,,,,,,,,,,,1114
2022,PM사고,13,0,17,,,,,,,,,,,,,,1114
2022,뺑소니사고,17,0,27,,,,,,,,,,,,,,1114
2022,무면허사고,19,0,26,,,,,,,,,,,,,,1114
2022,전체,1172,9,1535,233.83,83.5,0,23,135,150,656,87,81,283,851,38,0,1115
2022,어린이사고,23,0,29,,,,,,,,,,,,,,1115
2022,노인사고,191,8,199,,,,,,,,,,,,,,1115
2022,보행자사고,285,6,293,,,,,,,,,,,,,,1115
2022,자전거사고,53,1,55,,,,,,,,,,,,,,1115
2022,야간사고,541,4,682,,,,,,,,,,,,,,1115
2022,어린이보행사고,8,0,8,,,,,,,,,,,,,,1115
2022,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1115
2022,고령운전사고,215,2,279,,,,,,,,,,,,,,1115
2022,고령보행사고,78,5,74,,,,,,,,,,,,,,1115
2022,PM사고,17,0,17,,,,,,,,,,,,,,1115
2022,뺑소니사고,29,0,38,,,,,,,,,,,,,,1115
2022,무면허사고,15,1,17,,,,,,,,,,,,,,1115
2022,전체,3709,16,5052,694.44,139.99,0,59,349,474,2369,138,218,771,2879,59,0,1116
2022,어린이사고,111,2,123,,,,,,,,,,,,,,1116
2022,노인사고,414,4,442,,,,,,,,,,,,,,1116
2022,보행자사고,782,7,795,,,,,,,,,,,,,,1116
2022,자전거사고,140,1,155,,,,,,,,,,,,,,1116
2022,야간사고,1589,10,2232,,,,,,,,,,,,,,1116
2022,어린이보행사고,43,2,41,,,,,,,,,,,,,,1116
2022,스쿨존내어린이사고,7,1,6,,,,,,,,,,,,,,1116
2022,고령운전사고,586,2,807,,,,,,,,,,,,,,1116
2022,고령보행사고,82,3,80,,,,,,,,,,,,,,1116
2022,PM사고,84,2,89,,,,,,,,,,,,,,1116
2022,뺑소니사고,90,1,122,,,,,,,,,,,,,,1116
2022,무면허사고,65,0,79,,,,,,,,,,,,,,1116
2022,전체,1151,7,1553,248.04,67.5,0,15,142,152,682,43,67,262,865,24,0,1117
2022,어린이사고,53,0,63,,,,,,,,,,,,,,1117
2022,노인사고,218,1,236,,,,,,,,,,,,,,1117
2022,보행자사고,265,3,267,,,,,,,,,,,,,,1117
2022,자전거사고,127,0,133,,,,,,,,,,,,,,1117
2022,야간사고,480,6,664,,,,,,,,,,,,,,1117
2022,어린이보행사고,19,0,20,,,,,,,,,,,,,,1117
2022,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1117
2022,고령운전사고,239,1,309,,,,,,,,,,,,,,1117
2022,고령보행사고,77,1,77,,,,,,,,,,,,,,1117
2022,PM사고,4,0,5,,,,,,,,,,,,,,1117
2022,뺑소니사고,30,0,47,,,,,,,,,,,,,,1117
2022,무면허사고,20,0,29,,,,,,,,,,,,,,1117
2022,전체,2581,9,3594,388.4,95.73,0,60,308,332,1549,56,200,521,2012,48,0,1118
2022,어린이사고,99,0,112,,,,,,,,,,,,,,1118
2022,노인사고,366,4,399,,,,,,,,,,,,,,1118
2022,보행자사고,520,3,534,,,,,,,,,,,,,,1118
2022,자전거사고,327,1,357,,,,,,,,,,,,,,1118
2022,야간사고,1067,4,1476,,,,,,,,,,,,,,1118
2022,어린이보행사고,26,0,26,,,,,,,,,,,,,,1118
2022,스쿨존내어린이사고,5,0,5,,,,,,,,,,,,,,1118
2022,고령운전사고,416,1,602,,,,,,,,,,,,,,1118
2022,고령보행사고,102,3,101,,,,,,,,,,,,,,1118
2022,PM사고,42,1,44,,,,,,,,,,,,,,1118
2022,뺑소니사고,29,0,41,,,,,,,,,,,,,,1118
2022,무면허사고,34,1,37,,,,,,,,,,,,,,1118
2022,전체,2264,8,3391,554.29,120.15,0,25,203,338,1466,22,145,431,1791,42,0,1119
2022,어린이사고,65,0,80,,,,,,,,,,,,,,1119
2022,노인사고,265,4,302,,,,,,,,,,,,,,1119
2022,보행자사고,434,4,445,,,,,,,,,,,,,,1119
2022,자전거사고,76,1,82,,,,,,,,,,,,,,1119
2022,야간사고,885,3,1376,,,,,,,,,,,,,,1119
2022,어린이보행사고,14,0,14,,,,,,,,,,,,,,1119
2022,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1119
2022,고령운전사고,387,0,551,,,,,,,,,,,,,,1119
2022,고령보행사고,72,4,70,,,,,,,,,,,,,,1119
2022,PM사고,21,0,26,,,,,,,,,,,,,,1119
2022,뺑소니사고,78,1,114,,,,,,,,,,,,,,1119
2022,무면허사고,26,0,33,,,,,,,,,,,,,,1119
2022,전체,1165,8,1529,262.38,70.64,0,18,133,206,624,29,100,260,877,28,0,1120
2022,어린이사고,60,0,70,,,,,,,,,,,,,,1120
2022,노인사고,189,5,193,,,,,,,,,,,,,,1120
2022,보행자사고,261,7,259,,,,,,,,,,,,,,1120
2022,자전거사고,107,1,111,,,,,,,,,,,,,,1120
2022,야간사고,482,3,680,,,,,,,,,,,,,,1120
2022,어린이보행사고,24,0,25,,,,,,,,,,,,,,1120
2022,스쿨존내어린이사고,6,0,6,,,,,,,,,,,,,,1120
2022,고령운전사고,220,2,276,,,,,,,,,,,,,,1120
2022,고령보행사고,79,5,75,,,,,,,,,,,,,,1120
2022,PM사고,5,0,5,,,,,,,,,,,,,,1120
2022,뺑소니사고,29,0,45,,,,,,,,,,,,,,1120
2022,무면허사고,9,0,11,,,,,,,,,,,,,,1120
2022,전체,1401,10,1890,359.1,99.16,0,30,161,167,681,123,180,353,1006,42,0,1121
2022,어린이사고,46,0,53,,,,,,,,,,,,,,1121
2022,노인사고,276,4,295,,,,,,,,,,,,,,1121
2022,보행자사고,357,6,362,,,,,,,,,,,,,,1121
2022,자전거사고,158,1,172,,,,,,,,,,,,,,1121
2022,야간사고,589,4,807,,,,,,,,,,,,,,1121
2022,어린이보행사고,21,0,21,,,,,,,,,,,,,,1121
2022,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1121
2022,고령운전사고,263,2,365,,,,,,,,,,,,,,1121
2022,고령보행사고,105,3,104,,,,,,,,,,,,,,1121
2022,PM사고,9,0,9,,,,,,,,,,,,,,1121
2022,뺑소니사고,23,0,26,,,,,,,,,,,,,,1121
2022,무면허사고,18,0,27,,,,,,,,,,,,,,1121
2022,전체,1384,6,1913,272.43,82.48,0,37,159,190,780,44,106,310,1030,44,0,1122
2022,어린이사고,64,0,79,,,,,,,,,,,,,,1122
2022,노인사고,233,0,257,,,,,,,,,,,,,,1122
2022,보행자사고,305,2,313,,,,,,,,,,,,,,1122
2022,자전거사고,141,0,145,,,,,,,,,,,,,,1122
2022,야간사고,533,6,751,,,,,,,,,,,,,,1122
2022,어린이보행사고,18,0,19,,,,,,,,,,,,,,1122
2022,스쿨존내어린이사고,5,0,5,,,,,,,,,,,,,,1122
2022,고령운전사고,252,0,352,,,,,,,,,,,,,,1122
2022,고령보행사고,80,0,81,,,,,,,,,,,,,,1122
