연도,대상사고 구분명,사고건수,사망자수,부상자수,인구10만명당 사고건수,자동차1만대당 사고건수,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,기타,차대사람,차대차,차량단독,철길건널목,법정동코드
2022,PM사고,27,0,28,,,,,,,,,,,,,,1122
2022,뺑소니사고,32,0,49,,,,,,,,,,,,,,1122
2022,무면허사고,27,1,40,,,,,,,,,,,,,,1122
2022,전체,708,9,966,201.56,60.24,0,30,76,58,446,27,50,167,528,13,0,1123
2022,어린이사고,32,0,38,,,,,,,,,,,,,,1123
2022,노인사고,97,2,101,,,,,,,,,,,,,,1123
2022,보행자사고,167,6,169,,,,,,,,,,,,,,1123
2022,자전거사고,62,0,66,,,,,,,,,,,,,,1123
2022,야간사고,336,7,461,,,,,,,,,,,,,,1123
2022,어린이보행사고,13,0,13,,,,,,,,,,,,,,1123
2022,스쿨존내어린이사고,3,0,3,,,,,,,,,,,,,,1123
2022,고령운전사고,127,2,161,,,,,,,,,,,,,,1123
2022,고령보행사고,29,1,28,,,,,,,,,,,,,,1123
2022,PM사고,20,0,20,,,,,,,,,,,,,,1123
2022,뺑소니사고,25,1,42,,,,,,,,,,,,,,1123
2022,무면허사고,21,1,29,,,,,,,,,,,,,,1123
2022,전체,1044,6,1266,350.69,111.96,0,22,96,137,605,26,112,321,676,47,0,1124
2022,어린이사고,47,0,50,,,,,,,,,,,,,,1124
2022,노인사고,210,6,209,,,,,,,,,,,,,,1124
2022,보행자사고,321,6,323,,,,,,,,,,,,,,1124
2022,자전거사고,85,0,86,,,,,,,,,,,,,,1124
2022,야간사고,417,2,515,,,,,,,,,,,,,,1124
2022,어린이보행사고,20,0,21,,,,,,,,,,,,,,1124
2022,스쿨존내어린이사고,5,0,5,,,,,,,,,,,,,,1124
2022,고령운전사고,196,2,233,,,,,,,,,,,,,,1124
2022,고령보행사고,101,6,95,,,,,,,,,,,,,,1124
2022,PM사고,3,0,7,,,,,,,,,,,,,,1124
2022,뺑소니사고,19,0,28,,,,,,,,,,,,,,1124
2022,무면허사고,8,0,12,,,,,,,,,,,,,,1124
2022,전체,844,9,1152,347.59,81.23,,29,96,98,527,5,63,208,603,33,0,1125
2022,어린이사고,27,0,31,,,,,,,,,,,,,,1125
2022,노인사고,148,4,153,,,,,,,,,,,,,,1125
2022,보행자사고,210,5,206,,,,,,,,,,,,,,1125
2022,자전거사고,51,0,56,,,,,,,,,,,,,,1125
2022,야간사고,368,2,534,,,,,,,,,,,,,,1125
2022,어린이보행사고,10,0,10,,,,,,,,,,,,,,1125
2022,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1125
2022,고령운전사고,141,3,188,,,,,,,,,,,,,,1125
2022,고령보행사고,50,2,48,,,,,,,,,,,,,,1125
2022,PM사고,8,0,9,,,,,,,,,,,,,,1125
2022,뺑소니사고,26,0,32,,,,,,,,,,,,,,1125
2022,무면허사고,15,0,19,,,,,,,,,,,,,,1125
2023,전체,33811,180,45414,362.07,92.58,0,702,3785,4957,19616,1000,2486,7762,25029,1020,0,1100
2023,어린이사고,1127,1,1360,,,,,,,,,,,,,,1100
2023,노인사고,5731,71,6117,,,,,,,,,,,,,,1100
2023,보행자사고,7808,90,7980,,,,,,,,,,,,,,1100
2023,자전거사고,1531,6,1698,,,,,,,,,,,,,,1100
2023,야간사고,13341,102,18117,,,,,,,,,,,,,,1100
2023,어린이보행사고,393,1,400,,,,,,,,,,,,,,1100
2023,스쿨존내어린이사고,82,0,84,,,,,,,,,,,,,,1100
2023,고령운전사고,6864,42,9129,,,,,,,,,,,,,,1100
2023,고령보행사고,1973,44,1957,,,,,,,,,,,,,,1100
2023,PM사고,500,3,547,,,,,,,,,,,,,,1100
2023,뺑소니사고,863,7,1215,,,,,,,,,,,,,,1100
2023,무면허사고,585,6,797,,,,,,,,,,,,,,1100
2023,전체,988,8,1331,656.68,155.22,0,21,124,156,552,40,64,256,676,56,0,1101
2023,어린이사고,16,0,18,,,,,,,,,,,,,,1101
2023,노인사고,189,1,203,,,,,,,,,,,,,,1101
2023,보행자사고,255,6,265,,,,,,,,,,,,,,1101
2023,자전거사고,21,0,23,,,,,,,,,,,,,,1101
2023,야간사고,402,5,567,,,,,,,,,,,,,,1101
2023,어린이보행사고,5,0,5,,,,,,,,,,,,,,1101
2023,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1101
2023,고령운전사고,232,2,311,,,,,,,,,,,,,,1101
2023,고령보행사고,67,0,69,,,,,,,,,,,,,,1101
2023,PM사고,17,0,20,,,,,,,,,,,,,,1101
2023,뺑소니사고,26,0,33,,,,,,,,,,,,,,1101
2023,무면허사고,11,0,14,,,,,,,,,,,,,,1101
2023,전체,931,3,1194,706.41,134.68,,15,104,177,530,15,57,216,682,33,0,1102
2023,어린이사고,20,0,23,,,,,,,,,,,,,,1102
2023,노인사고,155,1,156,,,,,,,,,,,,,,1102
2023,보행자사고,216,3,218,,,,,,,,,,,,,,1102
2023,자전거사고,24,0,25,,,,,,,,,,,,,,1102
2023,야간사고,356,2,467,,,,,,,,,,,,,,1102
2023,어린이보행사고,4,0,4,,,,,,,,,,,,,,1102
2023,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1102
2023,고령운전사고,203,1,250,,,,,,,,,,,,,,1102
2023,고령보행사고,60,1,59,,,,,,,,,,,,,,1102
2023,PM사고,10,0,13,,,,,,,,,,,,,,1102
2023,뺑소니사고,23,0,26,,,,,,,,,,,,,,1102
2023,무면허사고,12,0,15,,,,,,,,,,,,,,1102
2023,전체,996,11,1366,438.56,107.38,0,32,120,207,495,21,84,205,763,28,0,1103
2023,어린이사고,23,0,26,,,,,,,,,,,,,,1103
2023,노인사고,134,4,145,,,,,,,,,,,,,,1103
2023,보행자사고,209,2,218,,,,,,,,,,,,,,1103
2023,자전거사고,32,1,34,,,,,,,,,,,,,,1103
2023,야간사고,426,7,605,,,,,,,,,,,,,,1103
2023,어린이보행사고,9,0,9,,,,,,,,,,,,,,1103
2023,고령운전사고,198,2,253,,,,,,,,,,,,,,1103
2023,고령보행사고,31,1,34,,,,,,,,,,,,,,1103
2023,PM사고,8,1,8,,,,,,,,,,,,,,1103
2023,뺑소니사고,50,1,80,,,,,,,,,,,,,,1103
2023,무면허사고,20,1,31,,,,,,,,,,,,,,1103
2023,전체,919,6,1221,322.72,75.76,0,31,94,164,505,39,46,216,687,16,0,1104
2023,어린이사고,40,0,48,,,,,,,,,,,,,,1104
2023,노인사고,135,3,140,,,,,,,,,,,,,,1104
2023,보행자사고,219,3,225,,,,,,,,,,,,,,1104
2023,자전거사고,49,0,58,,,,,,,,,,,,,,1104
2023,야간사고,343,3,483,,,,,,,,,,,,,,1104
2023,어린이보행사고,14,0,15,,,,,,,,,,,,,,1104
2023,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1104
2023,고령운전사고,154,1,210,,,,,,,,,,,,,,1104
2023,고령보행사고,52,1,52,,,,,,,,,,,,,,1104
2023,PM사고,6,1,5,,,,,,,,,,,,,,1104
2023,뺑소니사고,8,0,16,,,,,,,,,,,,,,1104
2023,무면허사고,16,1,23,,,,,,,,,,,,,,1104
2023,전체,1674,10,2039,465.16,131.71,0,28,173,256,920,63,173,385,1242,47,0,1105
2023,어린이사고,39,0,45,,,,,,,,,,,,,,1105
2023,노인사고,390,3,405,,,,,,,,,,,,,,1105
2023,보행자사고,385,5,389,,,,,,,,,,,,,,1105
2023,자전거사고,119,0,130,,,,,,,,,,,,,,1105
2023,야간사고,563,6,685,,,,,,,,,,,,,,1105
2023,어린이보행사고,15,0,16,,,,,,,,,,,,,,1105
2023,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1105
2023,고령운전사고,396,1,498,,,,,,,,,,,,,,1105
2023,고령보행사고,155,3,152,,,,,,,,,,,,,,1105
2023,PM사고,18,0,18,,,,,,,,,,,,,,1105
2023,뺑소니사고,23,2,34,,,,,,,,,,,,,,1105
2023,무면허사고,30,2,38,,,,,,,,,,,,,,1105
2023,전체,1256,8,1581,286.65,85.88,0,31,159,205,677,31,104,302,898,56,0,1106
2023,어린이사고,48,0,57,,,,,,,,,,,,,,1106
2023,노인사고,240,4,252,,,,,,,,,,,,,,1106
2023,보행자사고,303,5,308,,,,,,,,,,,,,,1106
2023,자전거사고,33,0,35,,,,,,,,,,,,,,1106
2023,야간사고,466,2,608,,,,,,,,,,,,,,1106
2023,어린이보행사고,22,0,22,,,,,,,,,,,,,,1106
2023,스쿨존내어린이사고,3,0,3,,,,,,,,,,,,,,1106
2023,고령운전사고,244,2,317,,,,,,,,,,,,,,1106
2023,고령보행사고,97,2,96,,,,,,,,,,,,,,1106
2023,PM사고,15,0,15,,,,,,,,,,,,,,1106
2023,뺑소니사고,13,0,18,,,,,,,,,,,,,,1106
2023,무면허사고,16,0,19,,,,,,,,,,,,,,1106
2023,전체,530,7,685,171.25,48.86,0,20,57,48,296,18,65,134,363,33,0,1107
2023,어린이사고,16,0,16,,,,,,,,,,,,,,1107
2023,노인사고,144,1,154,,,,,,,,,,,,,,1107
2023,보행자사고,134,5,133,,,,,,,,,,,,,,1107
2023,자전거사고,36,0,40,,,,,,,,,,,,,,1107
2023,야간사고,219,3,293,,,,,,,,,,,,,,1107
2023,어린이보행사고,7,0,7,,,,,,,,,,,,,,1107
2023,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1107
2023,고령운전사고,117,1,153,,,,,,,,,,,,,,1107
2023,고령보행사고,61,1,61,,,,,,,,,,,,,,1107
2023,PM사고,9,0,9,,,,,,,,,,,,,,1107
2023,뺑소니사고,9,0,9,,,,,,,,,,,,,,1107
2023,무면허사고,14,0,15,,,,,,,,,,,,,,1107
2023,전체,1039,7,1353,220.66,67.09,,19,155,97,574,41,115,320,670,49,0,1108
2023,어린이사고,48,0,57,,,,,,,,,,,,,,1108
2023,노인사고,238,4,248,,,,,,,,,,,,,,1108
2023,보행자사고,320,6,330,,,,,,,,,,,,,,1108
2023,자전거사고,32,0,39,,,,,,,,,,,,,,1108
2023,야간사고,426,3,556,,,,,,,,,,,,,,1108
2023,어린이보행사고,15,0,16,,,,,,,,,,,,,,1108
2023,스쿨존내어린이사고,2,0,3,,,,,,,,,,,,,,1108
2023,고령운전사고,233,1,295,,,,,,,,,,,,,,1108
2023,고령보행사고,112,4,112,,,,,,,,,,,,,,1108
2023,PM사고,6,0,6,,,,,,,,,,,,,,1108
2023,뺑소니사고,28,0,38,,,,,,,,,,,,,,1108
2023,무면허사고,19,0,33,,,,,,,,,,,,,,1108
2023,전체,916,4,1220,285.69,86.92,0,19,116,77,534,50,82,223,641,52,0,1109
2023,어린이사고,30,0,34,,,,,,,,,,,,,,1109
2023,노인사고,152,3,159,,,,,,,,,,,,,,1109
2023,보행자사고,224,1,227,,,,,,,,,,,,,,1109
2023,자전거사고,23,0,24,,,,,,,,,,,,,,1109
2023,야간사고,354,0,465,,,,,,,,,,,,,,1109
2023,어린이보행사고,10,0,10,,,,,,,,,,,,,,1109
2023,스쿨존내어린이사고,5,0,5,,,,,,,,,,,,,,1109
2023,고령운전사고,203,2,274,,,,,,,,,,,,,,1109
2023,고령보행사고,58,1,59,,,,,,,,,,,,,,1109
2023,PM사고,10,0,11,,,,,,,,,,,,,,1109
2023,뺑소니사고,22,0,29,,,,,,,,,,,,,,1109
2023,무면허사고,8,0,8,,,,,,,,,,,,,,1109
2023,전체,1250,14,1715,333.19,91.21,0,25,131,132,844,17,59,272,959,19,0,1110
2023,어린이사고,29,0,38,,,,,,,,,,,,,,1110
2023,노인사고,161,8,166,,,,,,,,,,,,,,1110
2023,보행자사고,277,5,279,,,,,,,,,,,,,,1110
2023,자전거사고,37,1,37,,,,,,,,,,,,,,1110
2023,야간사고,540,7,736,,,,,,,,,,,,,,1110
2023,어린이보행사고,9,0,9,,,,,,,,,,,,,,1110
2023,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1110
2023,고령운전사고,219,4,321,,,,,,,,,,,,,,1110
2023,고령보행사고,46,4,42,,,,,,,,,,,,,,1110
2023,PM사고,24,0,25,,,,,,,,,,,,,,1110
2023,뺑소니사고,74,0,105,,,,,,,,,,,,,,1110
2023,무면허사고,44,0,62,,,,,,,,,,,,,,1110
2023,전체,1518,9,2112,266.87,67.66,0,36,188,162,939,43,93,330,1153,35,0,1111
2023,어린이사고,59,0,79,,,,,,,,,,,,,,1111
2023,노인사고,247,3,265,,,,,,,,,,,,,,1111
2023,보행자사고,333,4,336,,,,,,,,,,,,,,1111
2023,자전거사고,76,0,81,,,,,,,,,,,,,,1111
2023,야간사고,593,5,829,,,,,,,,,,,,,,1111
2023,어린이보행사고,23,0,24,,,,,,,,,,,,,,1111
2023,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1111
2023,고령운전사고,302,2,404,,,,,,,,,,,,,,1111
2023,고령보행사고,88,2,86,,,,,,,,,,,,,,1111
2023,PM사고,17,0,18,,,,,,,,,,,,,,1111
2023,뺑소니사고,43,0,65,,,,,,,,,,,,,,1111
2023,무면허사고,26,0,42,,,,,,,,,,,,,,1111
2023,전체,1359,5,1840,326.96,83.49,0,32,181,199,735,42,108,338,988,33,0,1112
2023,어린이사고,48,0,54,,,,,,,,,,,,,,1112
2023,노인사고,266,1,305,,,,,,,,,,,,,,1112
2023,보행자사고,339,1,342,,,,,,,,,,,,,,1112
2023,자전거사고,78,0,85,,,,,,,,,,,,,,1112
2023,야간사고,543,4,735,,,,,,,,,,,,,,1112
2023,어린이보행사고,26,0,26,,,,,,,,,,,,,,1112
2023,스쿨존내어린이사고,5,0,5,,,,,,,,,,,,,,1112
2023,고령운전사고,274,2,369,,,,,,,,,,,,,,1112
2023,고령보행사고,91,0,92,,,,,,,,,,,,,,1112
2023,PM사고,19,0,24,,,,,,,,,,,,,,1112
2023,뺑소니사고,38,0,54,,,,,,,,,,,,,,1112
2023,무면허사고,26,0,42,,,,,,,,,,,,,,1112
2023,전체,1900,7,2619,477.63,119.61,0,30,224,344,1086,30,114,385,1442,73,0,1113
2023,어린이사고,63,0,85,,,,,,,,,,,,,,1113
2023,노인사고,305,2,320,,,,,,,,,,,,,,1113
2023,보행자사고,383,3,394,,,,,,,,,,,,,,1113
2023,자전거사고,150,1,169,,,,,,,,,,,,,,1113
2023,야간사고,791,3,1111,,,,,,,,,,,,,,1113
2023,어린이보행사고,16,0,17,,,,,,,,,,,,,,1113
2023,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1113
2023,고령운전사고,374,3,507,,,,,,,,,,,,,,1113
2023,고령보행사고,81,2,80,,,,,,,,,,,,,,1113
2023,PM사고,18,0,18,,,,,,,,,,,,,,1113
2023,뺑소니사고,34,0,46,,,,,,,,,,,,,,1113
2023,무면허사고,21,0,29,,,,,,,,,,,,,,1113
2023,전체,1242,6,1668,318.7,103.25,0,18,147,226,664,32,90,324,870,48,0,1114
2023,어린이사고,42,0,49,,,,,,,,,,,,,,1114
2023,노인사고,228,4,246,,,,,,,,,,,,,,1114
2023,보행자사고,326,5,339,,,,,,,,,,,,,,1114
2023,자전거사고,48,0,52,,,,,,,,,,,,,,1114
2023,야간사고,501,3,686,,,,,,,,,,,,,,1114
2023,어린이보행사고,14,0,15,,,,,,,,,,,,,,1114
2023,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1114
2023,고령운전사고,265,1,340,,,,,,,,,,,,,,1114
2023,고령보행사고,87,4,84,,,,,,,,,,,,,,1114
2023,PM사고,15,0,15,,,,,,,,,,,,,,1114
2023,뺑소니사고,18,0,25,,,,,,,,,,,,,,1114
2023,무면허사고,18,0,25,,,,,,,,,,,,,,1114
2023,전체,980,10,1252,196.83,69.96,0,18,97,101,585,60,81,286,671,23,0,1115
2023,어린이사고,16,0,19,,,,,,,,,,,,,,1115
2023,노인사고,158,2,171,,,,,,,,,,,,,,1115
2023,보행자사고,285,4,291,,,,,,,,,,,,,,1115
2023,자전거사고,18,0,18,,,,,,,,,,,,,,1115
2023,야간사고,435,5,546,,,,,,,,,,,,,,1115
2023,어린이보행사고,7,0,7,,,,,,,,,,,,,,1115
2023,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1115
2023,고령운전사고,172,2,226,,,,,,,,,,,,,,1115
2023,고령보행사고,75,2,74,,,,,,,,,,,,,,1115
2023,PM사고,18,0,18,,,,,,,,,,,,,,1115
2023,뺑소니사고,31,0,37,,,,,,,,,,,,,,1115
2023,무면허사고,21,0,32,,,,,,,,,,,,,,1115
2023,전체,3926,7,5229,713.45,145.65,0,53,339,581,2525,109,201,801,3057,68,0,1116
2023,어린이사고,99,0,110,,,,,,,,,,,,,,1116
2023,노인사고,444,2,481,,,,,,,,,,,,,,1116
2023,보행자사고,806,5,829,,,,,,,,,,,,,,1116
2023,자전거사고,105,0,124,,,,,,,,,,,,,,1116
2023,야간사고,1602,6,2142,,,,,,,,,,,,,,1116
2023,어린이보행사고,34,0,34,,,,,,,,,,,,,,1116
2023,스쿨존내어린이사고,7,0,7,,,,,,,,,,,,,,1116
2023,고령운전사고,753,1,994,,,,,,,,,,,,,,1116
2023,고령보행사고,84,1,83,,,,,,,,,,,,,,1116
2023,PM사고,114,0,119,,,,,,,,,,,,,,1116
2023,뺑소니사고,91,1,115,,,,,,,,,,,,,,1116
2023,무면허사고,81,0,102,,,,,,,,,,,,,,1116
2023,전체,1185,4,1522,255.76,69.08,0,35,114,130,763,38,56,291,873,21,0,1117
2023,어린이사고,54,0,60,,,,,,,,,,,,,,1117
2023,노인사고,255,0,272,,,,,,,,,,,,,,1117
2023,보행자사고,295,0,306,,,,,,,,,,,,,,1117
2023,자전거사고,69,0,75,,,,,,,,,,,,,,1117
2023,야간사고,420,3,527,,,,,,,,,,,,,,1117
2023,어린이보행사고,23,0,23,,,,,,,,,,,,,,1117
2023,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1117
2023,고령운전사고,294,1,401,,,,,,,,,,,,,,1117
2023,고령보행사고,92,0,93,,,,,,,,,,,,,,1117
2023,PM사고,10,0,15,,,,,,,,,,,,,,1117
2023,뺑소니사고,51,0,76,,,,,,,,,,,,,,1117
2023,무면허사고,18,0,27,,,,,,,,,,,,,,1117
2023,전체,2614,10,3603,396.05,99.37,0,51,319,353,1567,70,183,530,2035,49,0,1118
2023,어린이사고,106,0,131,,,,,,,,,,,,,,1118
2023,노인사고,405,4,437,,,,,,,,,,,,,,1118
2023,보행자사고,529,6,544,,,,,,,,,,,,,,1118
2023,자전거사고,181,1,208,,,,,,,,,,,,,,1118
2023,야간사고,1046,6,1459,,,,,,,,,,,,,,1118
2023,어린이보행사고,25,0,25,,,,,,,,,,,,,,1118
2023,스쿨존내어린이사고,6,0,7,,,,,,,,,,,,,,1118
2023,고령운전사고,514,3,703,,,,,,,,,,,,,,1118
2023,고령보행사고,121,3,118,,,,,,,,,,,,,,1118
2023,PM사고,54,0,64,,,,,,,,,,,,,,1118
2023,뺑소니사고,34,1,53,,,,,,,,,,,,,,1118
2023,무면허사고,41,0,53,,,,,,,,,,,,,,1118
2023,전체,2168,7,3319,526.11,114.88,0,40,166,457,1206,24,188,366,1745,57,0,1119
2023,어린이사고,80,0,111,,,,,,,,,,,,,,1119
2023,노인사고,312,2,352,,,,,,,,,,,,,,1119
2023,보행자사고,369,3,380,,,,,,,,,,,,,,1119
2023,자전거사고,47,0,50,,,,,,,,,,,,,,1119
2023,야간사고,809,6,1225,,,,,,,,,,,,,,1119
2023,어린이보행사고,22,0,22,,,,,,,,,,,,,,1119
2023,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1119
2023,고령운전사고,415,0,579,,,,,,,,,,,,,,1119
2023,고령보행사고,52,1,54,,,,,,,,,,,,,,1119
2023,PM사고,29,1,33,,,,,,,,,,,,,,1119
2023,뺑소니사고,137,0,194,,,,,,,,,,,,,,1119
2023,무면허사고,26,1,44,,,,,,,,,,,,,,1119
2023,전체,1221,5,1624,277.97,74.27,,23,134,265,634,28,80,284,901,36,0,1120
2023,어린이사고,59,0,63,,,,,,,,,,,,,,1120
2023,노인사고,207,2,222,,,,,,,,,,,,,,1120
2023,보행자사고,286,2,291,,,,,,,,,,,,,,1120
2023,자전거사고,67,1,73,,,,,,,,,,,,,,1120
2023,야간사고,447,5,598,,,,,,,,,,,,,,1120
2023,어린이보행사고,22,0,23,,,,,,,,,,,,,,1120
2023,스쿨존내어린이사고,7,0,7,,,,,,,,,,,,,,1120
2023,고령운전사고,261,1,323,,,,,,,,,,,,,,1120
2023,고령보행사고,82,1,83,,,,,,,,,,,,,,1120
2023,PM사고,4,0,4,,,,,,,,,,,,,,1120
2023,뺑소니사고,30,1,45,,,,,,,,,,,,,,1120
2023,무면허사고,16,1,20,,,,,,,,,,,,,,1120
2023,전체,1268,7,1704,327.25,89.45,0,39,155,180,634,90,122,332,887,49,0,1121
2023,어린이사고,45,0,54,,,,,,,,,,,,,,1121
2023,노인사고,290,3,303,,,,,,,,,,,,,,1121
2023,보행자사고,334,1,344,,,,,,,,,,,,,,1121
2023,자전거사고,88,0,101,,,,,,,,,,,,,,1121
2023,야간사고,497,4,699,,,,,,,,,,,,,,1121
2023,어린이보행사고,18,0,18,,,,,,,,,,,,,,1121
2023,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1121
2023,고령운전사고,273,2,363,,,,,,,,,,,,,,1121
2023,고령보행사고,122,1,122,,,,,,,,,,,,,,1121
2023,PM사고,9,0,11,,,,,,,,,,,,,,1121
2023,뺑소니사고,22,0,25,,,,,,,,,,,,,,1121
2023,무면허사고,14,0,19,,,,,,,,,,,,,,1121
2023,전체,1366,9,1869,271.61,81.49,0,37,193,193,718,56,118,269,1065,32,0,1122
2023,어린이사고,50,0,74,,,,,,,,,,,,,,1122
2023,노인사고,237,7,248,,,,,,,,,,,,,,1122
2023,보행자사고,273,5,276,,,,,,,,,,,,,,1122
2023,자전거사고,77,1,84,,,,,,,,,,,,,,1122
2023,야간사고,519,5,718,,,,,,,,,,,,,,1122
2023,어린이보행사고,12,0,13,,,,,,,,,,,,,,1122
2023,스쿨존내어린이사고,6,0,6,,,,,,,,,,,,,,1122
2023,고령운전사고,277,2,400,,,,,,,,,,,,,,1122
2023,고령보행사고,82,5,78,,,,,,,,,,,,,,1122
2023,PM사고,30,0,31,,,,,,,,,,,,,,1122
2023,뺑소니사고,11,0,18,,,,,,,,,,,,,,1122
2023,무면허사고,28,0,31,,,,,,,,,,,,,,1122
2023,전체,717,4,899,204.17,61.39,0,8,79,61,479,14,56,186,517,14,0,1123
2023,어린이사고,27,0,29,,,,,,,,,,,,,,1123
2023,노인사고,77,1,81,,,,,,,,,,,,,,1123
2023,보행자사고,187,3,185,,,,,,,,,,,,,,1123
2023,자전거사고,38,0,40,,,,,,,,,,,,,,1123
2023,야간사고,296,3,354,,,,,,,,,,,,,,1123
2023,어린이보행사고,14,0,14,,,,,,,,,,,,,,1123
2023,스쿨존내어린이사고,3,0,3,,,,,,,,,,,,,,1123
2023,고령운전사고,123,1,149,,,,,,,,,,,,,,1123
2023,고령보행사고,23,1,22,,,,,,,,,,,,,,1123
2023,PM사고,15,0,17,,,,,,,,,,,,,,1123
2023,뺑소니사고,17,1,24,,,,,,,,,,,,,,1123
2023,무면허사고,16,0,19,,,,,,,,,,,,,,1123
2023,전체,972,5,1217,331.77,105,0,23,96,111,595,18,97,286,645,41,0,1124
2023,어린이사고,36,1,41,,,,,,,,,,,,,,1124
2023,노인사고,192,2,202,,,,,,,,,,,,,,1124
2023,보행자사고,292,4,296,,,,,,,,,,,,,,1124
2023,자전거사고,45,0,47,,,,,,,,,,,,,,1124
2023,야간사고,393,2,509,,,,,,,,,,,,,,1124
2023,어린이보행사고,14,1,13,,,,,,,,,,,,,,1124
2023,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1124
2023,고령운전사고,223,2,284,,,,,,,,,,,,,,1124
2023,고령보행사고,80,1,79,,,,,,,,,,,,,,1124
2023,PM사고,10,0,11,,,,,,,,,,,,,,1124
2023,뺑소니사고,12,0,25,,,,,,,,,,,,,,1124
2023,무면허사고,21,0,26,,,,,,,,,,,,,,1124
2023,전체,876,7,1232,363.33,82.63,0,18,120,75,559,11,50,225,599,52,0,1125
2023,어린이사고,34,0,39,,,,,,,,,,,,,,1125
2023,노인사고,170,4,184,,,,,,,,,,,,,,1125
2023,보행자사고,229,3,235,,,,,,,,,,,,,,1125
2023,자전거사고,38,0,46,,,,,,,,,,,,,,1125
2023,야간사고,354,4,514,,,,,,,,,,,,,,1125
2023,어린이보행사고,13,0,13,,,,,,,,,,,,,,1125
2023,스쿨존내어린이사고,3,0,3,,,,,,,,,,,,,,1125
2023,고령운전사고,145,2,205,,,,,,,,,,,,,,1125
2023,고령보행사고,74,2,73,,,,,,,,,,,,,,1125
2023,PM사고,15,0,19,,,,,,,,,,,,,,1125
2023,뺑소니사고,18,0,25,,,,,,,,,,,,,,1125
2023,무면허사고,22,0,28,,,,,,,,,,,,,,1125
2024,전체,33465,212,44327,356.25,91.96,0,561,3390,5298,19419,999,2558,7633,24736,1096,0,1100
2024,어린이사고,1119,2,1338,,,,,,,,,,,,,,1100
2024,노인사고,5926,107,6309,,,,,,,,,,,,,,1100
2024,보행자사고,7670,117,7809,,,,,,,,,,,,,,1100
2024,자전거사고,1670,11,1845,,,,,,,,,,,,,,1100
2024,야간사고,12844,108,17012,,,,,,,,,,,,,,1100
2024,어린이보행사고,372,1,378,,,,,,,,,,,,,,1100
2024,스쿨존내어린이사고,96,1,102,,,,,,,,,,,,,,1100
2024,고령운전사고,7275,66,9662,,,,,,,,,,,,,,1100
2024,고령보행사고,1963,68,1921,,,,,,,,,,,,,,1100
2024,PM사고,448,1,502,,,,,,,,,,,,,,1100
2024,뺑소니사고,749,4,983,,,,,,,,,,,,,,1100
2024,무면허사고,486,4,626,,,,,,,,,,,,,,1100
2024,전체,917,5,1253,612.94,145.96,,17,111,167,509,22,51,224,656,37,0,1101
2024,어린이사고,19,0,20,,,,,,,,,,,,,,1101
2024,노인사고,172,2,180,,,,,,,,,,,,,,1101
2024,보행자사고,227,4,233,,,,,,,,,,,,,,1101
2024,자전거사고,21,0,21,,,,,,,,,,,,,,1101
2024,야간사고,362,3,475,,,,,,,,,,,,,,1101
2024,어린이보행사고,5,0,5,,,,,,,,,,,,,,1101
2024,고령운전사고,232,2,346,,,,,,,,,,,,,,1101
2024,고령보행사고,60,2,58,,,,,,,,,,,,,,1101
2024,PM사고,8,0,9,,,,,,,,,,,,,,1101
2024,뺑소니사고,13,0,21,,,,,,,,,,,,,,1101
2024,무면허사고,7,0,8,,,,,,,,,,,,,,1101
2024,전체,976,16,1236,743.82,146.62,0,9,90,190,556,10,72,241,693,42,0,1102
2024,어린이사고,22,0,26,,,,,,,,,,,,,,1102
2024,노인사고,180,2,188,,,,,,,,,,,,,,1102
2024,보행자사고,241,15,245,,,,,,,,,,,,,,1102
2024,자전거사고,21,0,24,,,,,,,,,,,,,,1102
2024,야간사고,369,13,464,,,,,,,,,,,,,,1102
2024,어린이보행사고,5,0,5,,,,,,,,,,,,,,1102
2024,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1102
2024,고령운전사고,246,12,303,,,,,,,,,,,,,,1102
2024,고령보행사고,61,2,62,,,,,,,,,,,,,,1102
2024,PM사고,8,0,10,,,,,,,,,,,,,,1102
2024,뺑소니사고,16,1,22,,,,,,,,,,,,,,1102
2024,무면허사고,11,1,18,,,,,,,,,,,,,,1102
2024,전체,868,12,1174,399.64,95.62,0,27,76,194,435,20,82,170,668,30,0,1103
2024,어린이사고,18,0,22,,,,,,,,,,,,,,1103
2024,노인사고,127,4,130,,,,,,,,,,,,,,1103
